Node  ;X (mm)  ;Y (mm)  ;Z (mm)  ;UY (mm)
2182;920,47  ;-11,125  ;11,0945  ;-7,09835e+01
6374;919,117  ;-4,90857  ;4,90322  ;-7,08208e+01
4396;919,116  ;0,282501  ;14,9999  ;-7,08198e+01
5592;919,116  ;5,65819  ;-9,05718  ;-7,08204e+01
4387;919,114  ;3,49133  ;11,7061  ;-7,08200e+01
4391;919,112  ;6,81845  ;8,4594  ;-7,08201e+01
6380;919,06  ;-10,565  ;5,45064  ;-7,08142e+01
8207;919,059  ;-15,5625  ;15,5473  ;-7,08137e+01
7487;919,059  ;-15,5625  ;5,35873  ;-7,08145e+01
5590;918,947  ;12,3896  ;-1,81439  ;-7,08009e+01
5588;918,947  ;15,7625  ;-5,88027  ;-7,08011e+01
5585;918,86  ;-0,590605  ;-8,52843  ;-7,07895e+01
2220;917,874  ;-6,92499  ;-13,4652  ;-7,06707e+01
11108;917,762  ;-8,46503  ;-6,82925  ;-7,06579e+01
7221;917,76  ;-3,65103  ;-16,7326  ;-7,06566e+01
13573;917,76  ;-13,4625  ;-16,7326  ;-7,06572e+01
1925;917,649  ;-10,0051  ;-0,193258  ;-7,06446e+01
13545;917,648  ;-15,0025  ;-0,285163  ;-7,06450e+01
420;917,647  ;-0,377068  ;-20;-7,06424e+01
1059;917,647  ;0,377068  ;20;-7,06424e+01
8234;917,647  ;-9,81147  ;20;-7,06428e+01
8379;917,647  ;9,81147  ;20;-7,06428e+01
10492;917,647  ;9,81147  ;-20;-7,06428e+01
14409;917,647  ;-9,81147  ;-20;-7,06428e+01
17;917,647  ;20;-20;-7,06440e+01
103;917,647  ;-20;-20;-7,06440e+01
443;917,647  ;20;20;-7,06440e+01
785;917,647  ;-20;20;-7,06440e+01
7482;917,647  ;-20;9,81147  ;-7,06451e+01
14120;917,647  ;20;9,81147  ;-7,06451e+01
12784;917,647  ;20;-9,81147  ;-7,06452e+01
13064;917,647  ;-20;-9,81147  ;-7,06452e+01
767;917,647  ;20;0,377068  ;-7,06455e+01
1368;917,647  ;-20;-0,377068  ;-7,06455e+01
10479;917,646  ;3,02076  ;-16,6071  ;-7,06428e+01
10472;917,646  ;13,2093  ;-16,6071  ;-7,06435e+01
4385;917,645  ;3,5859  ;16,7063  ;-7,06427e+01
2097;917,645  ;6,4186  ;-13,2142  ;-7,06432e+01
1926;917,643  ;6,79473  ;13,4125  ;-7,06430e+01
10302;917,643  ;16,7245  ;13,4595  ;-7,06439e+01
14119;917,643  ;16,7245  ;3,64808  ;-7,06446e+01
4390;917,641  ;10,1218  ;10,1658  ;-7,06433e+01
1928;917,639  ;13,449  ;6,9191  ;-7,06436e+01
5589;917,476  ;8,21142  ;-3,42461  ;-7,06236e+01
6022;917,475  ;5,85649  ;4,02532  ;-7,06233e+01
5571;916,91  ;-0,803102  ;1,649  ;-7,05553e+01
5574;916,91  ;1,55182  ;-5,80093  ;-7,05553e+01
8228;916,175  ;-4,81177  ;14,9999  ;-7,04662e+01
11325;916,117  ;-10,4682  ;15,5473  ;-7,04595e+01
7485;916,117  ;-15,5625  ;10,453  ;-7,04606e+01
6856;916,006  ;15,7625  ;-0,786002  ;-7,04476e+01
5591;916,005  ;8,97182  ;-7,58164  ;-7,04466e+01
11976;916,002  ;12,487  ;2,48501  ;-7,04468e+01
13137;915,554  ;-4,35957  ;-10,0835  ;-7,03920e+01
4378;915,442  ;-5,89961  ;-3,44748  ;-7,03789e+01
10477;915,441  ;-1,0856  ;-13,3509  ;-7,03780e+01
5593;915,439  ;2,31223  ;-9,95796  ;-7,03782e+01
6577;915,439  ;3,34191  ;0,897503  ;-7,03786e+01
4388;915,438  ;0,986988  ;8,34743  ;-7,03782e+01
7220;914,819  ;-8,36823  ;-16,7326  ;-7,03032e+01
13065;914,819  ;-13,4625  ;-11,6384  ;-7,03042e+01
6575;914,707  ;-15,0025  ;-5,00236  ;-7,02914e+01
6757;914,707  ;-15,0025  ;4,8091  ;-7,02914e+01
8227;914,706  ;-4,7172  ;20;-7,02888e+01
7217;914,706  ;-5,09427  ;-20;-7,02889e+01
8378;914,706  ;5,09427  ;20;-7,02889e+01
11314;914,706  ;4,7172  ;-20;-7,02889e+01
10300;914,706  ;14,9057  ;20;-7,02897e+01
10491;914,706  ;14,9057  ;-20;-7,02897e+01
13570;914,706  ;-14,9057  ;-20;-7,02897e+01
14358;914,706  ;-14,9057  ;20;-7,02897e+01
8206;914,706  ;-20;14,9057  ;-7,02911e+01
10301;914,706  ;20;14,9057  ;-7,02911e+01
12785;914,706  ;20;-14,9057  ;-7,02911e+01
13572;914,706  ;-20;-14,9057  ;-7,02911e+01
6853;914,706  ;20;5,09427  ;-7,02919e+01
7180;914,706  ;20;-4,7172  ;-7,02919e+01
7484;914,706  ;-20;4,7172  ;-7,02919e+01
13700;914,706  ;-20;-5,09427  ;-7,02919e+01
10493;914,705  ;8,11503  ;-16,6071  ;-7,02894e+01
10483;914,705  ;13,2093  ;-11,5128  ;-7,02905e+01
8381;914,704  ;8,3031  ;16,7063  ;-7,02893e+01
6771;914,702  ;11,6302  ;13,4595  ;-7,02897e+01
6770;914,702  ;16,7245  ;8,36528  ;-7,02908e+01
1600;914,364  ;11,525  ;-1,94907  ;-7,02499e+01
4379;913,97  ;-4,10952  ;3,25095  ;-7,02020e+01
4382;913,969  ;1,08155  ;13,3476  ;-7,02011e+01
4386;913,967  ;4,29038  ;10,0538  ;-7,02013e+01
4389;913,965  ;7,6175  ;6,80713  ;-7,02015e+01
2843;913,799  ;4,86545  ;-4,32539  ;-7,01815e+01
8221;913,572  ;-2,91859  ;11,6016  ;-7,01536e+01
12734;913,514  ;-8,57505  ;12,1491  ;-7,01469e+01
1602;913,234  ;-1,79414  ;-6,70171  ;-7,01134e+01
6854;913,065  ;15,7625  ;3,9312  ;-7,00941e+01
7182;913,065  ;15,7625  ;-5,88027  ;-7,00941e+01
4380;912,705  ;-10,5826  ;0,998537  ;-7,00504e+01
13688;912,704  ;-15,5801  ;0,906632  ;-7,00508e+01
6573;912,499  ;-10,8971  ;-8,25659  ;-7,00255e+01
6585;912,328  ;6,65554  ;2,37304  ;-7,00048e+01
6758;912,104  ;-8,01509  ;6,50516  ;-6,99779e+01
8226;912,103  ;-2,82402  ;16,6018  ;-6,99765e+01
7222;911,878  ;-3,65103  ;-16,7326  ;-6,99495e+01
10693;911,875  ;-6,87752  ;-13,4448  ;-6,99497e+01
6576;911,766  ;-11,6915  ;-3,45154  ;-6,99377e+01
4381;911,765  ;0,377068  ;20;-6,99353e+01
7218;911,765  ;-0,377068  ;-20;-6,99354e+01
874;911,765  ;9,81147  ;20;-6,99357e+01
955;911,765  ;-9,81147  ;20;-6,99357e+01
188;911,765  ;-9,81147  ;-20;-6,99358e+01
272;911,765  ;9,81147  ;-20;-6,99358e+01
6772;911,765  ;14,9057  ;14,9057  ;-6,99370e+01
10530;911,765  ;-14,9057  ;14,9057  ;-6,99370e+01
13571;911,765  ;-14,9057  ;-14,9057  ;-6,99370e+01
13824;911,765  ;14,9057  ;-14,9057  ;-6,99370e+01
14705;911,765  ;-20;20;-6,99370e+01
14806;911,765  ;-20;-20;-6,99370e+01
14827;911,765  ;20;20;-6,99370e+01
14885;911,765  ;20;-20;-6,99370e+01
13687;911,765  ;-16,6889  ;-3,54344  ;-6,99382e+01
531;911,765  ;20;9,81147  ;-6,99383e+01
532;911,765  ;20;-9,81147  ;-6,99383e+01
1130;911,765  ;-20;-9,81147  ;-6,99383e+01
1131;911,765  ;-20;9,81147  ;-6,99383e+01
6852;911,765  ;20;0,377068  ;-6,99387e+01
13686;911,765  ;-20;-0,377068  ;-6,99387e+01
4384;911,763  ;3,5859  ;16,7063  ;-6,99356e+01
4393;911,763  ;7,76829  ;13,3786  ;-6,99363e+01
4375;911,763  ;-0,00404927  ;-0,00327732  ;-6,99368e+01
4394;911,761  ;11,0954  ;10,1319  ;-6,99367e+01
11317;911,087  ;2,62847  ;-16,6037  ;-6,98545e+01
10484;911,086  ;6,0263  ;-13,2108  ;-6,98549e+01
4377;910,498  ;-6,47712  ;-2,25569  ;-6,97850e+01
1748;910,292  ;1,78604  ;6,69515  ;-6,97599e+01
11975;910,124  ;10,1334  ;5,69781  ;-6,97402e+01
6855;910,123  ;15,7625  ;-0,786002  ;-6,97409e+01
6754;909,763  ;-15,5801  ;6,0009  ;-6,96975e+01
2850;909,559  ;-7,58602  ;-6,70576  ;-6,96721e+01
12305;909,558  ;-1,0856  ;-13,3509  ;-6,96713e+01
2851;909,555  ;-4,3121  ;-10,0631  ;-6,96713e+01
2839;909,446  ;8,57953  ;-7,57819  ;-6,96586e+01
2840;909,384  ;5,31091  ;-2,55395  ;-6,96511e+01
8225;909,162  ;-7,91829  ;16,6018  ;-6,96235e+01
6756;909,162  ;-13,0126  ;11,5075  ;-6,96245e+01
4376;909,026  ;-4,68703  ;4,44274  ;-6,96081e+01
2842;908,88  ;1,91994  ;-9,95451  ;-6,95902e+01
6774;908,824  ;9,27666  ;16,6723  ;-6,95830e+01
6773;908,824  ;14,3709  ;11,5781  ;-6,95841e+01
6574;908,824  ;-16,6889  ;-8,26064  ;-6,95848e+01
8782;908,823  ;-4,7172  ;20;-6,95821e+01
7219;908,823  ;-5,09427  ;-20;-6,95822e+01
8655;908,823  ;5,09427  ;20;-6,95822e+01
11313;908,823  ;4,7172  ;-20;-6,95822e+01
6860;908,823  ;14,9057  ;20;-6,95830e+01
10529;908,823  ;-14,9057  ;20;-6,95830e+01
14805;908,823  ;-14,9057  ;-20;-6,95830e+01
13823;908,823  ;14,9057  ;-20;-6,95831e+01
6859;908,823  ;20;14,9057  ;-6,95845e+01
10531;908,823  ;-20;14,9057  ;-6,95845e+01
13078;908,823  ;-20;-14,9057  ;-6,95846e+01
13764;908,823  ;20;-14,9057  ;-6,95846e+01
6851;908,823  ;20;5,09427  ;-6,95854e+01
7181;908,823  ;20;-4,7172  ;-6,95854e+01
13082;908,823  ;-20;4,7172  ;-6,95854e+01
13699;908,823  ;-20;-5,09427  ;-6,95854e+01
8809;908,82  ;-8,32076  ;-16,7122  ;-6,95825e+01
13701;908,82  ;-13,415  ;-11,618  ;-6,95836e+01
2841;908,818  ;-1,34868  ;-4,93026  ;-6,95831e+01
3441;908,425  ;-2,11953  ;9,94936  ;-6,95355e+01
11315;908,146  ;7,72274  ;-16,6037  ;-6,95015e+01
10482;908,146  ;12,817  ;-11,5094  ;-6,95026e+01
4383;908,087  ;1,08155  ;13,3476  ;-6,94946e+01
4392;908,087  ;5,26395  ;10,0199  ;-6,94951e+01
6588;907,992  ;11,4941  ;-0,959623  ;-6,94846e+01
1924;907,761  ;-11,1601  ;2,19033  ;-6,94568e+01
6586;907,347  ;0,44141  ;1,76817  ;-6,94065e+01
6755;907,16  ;-8,59261  ;7,69695  ;-6,93841e+01
13090;906,822  ;-12,269  ;-2,25974  ;-6,93442e+01
13085;906,822  ;-15,5801  ;0,906632  ;-6,93446e+01
7350;906,692  ;15,7316  ;4,92065  ;-6,93289e+01
11628;906,692  ;15,7316  ;-4,89082  ;-6,93289e+01
1747;906,559  ;-6,02511  ;13,2036  ;-6,93113e+01
8783;906,221  ;-2,82402  ;16,6018  ;-6,92701e+01
10532;906,221  ;-13,0126  ;16,6018  ;-6,92709e+01
6587;906,082  ;-6,03166  ;-0,484243  ;-6,92549e+01
11974;905,956  ;6,62461  ;3,36249  ;-6,92397e+01
4395;905,883  ;4,55946  ;16,6723  ;-6,92297e+01
1929;905,883  ;8,74186  ;13,3447  ;-6,92304e+01
6861;905,883  ;14,3709  ;16,6723  ;-6,92305e+01
13079;905,883  ;-16,6889  ;-13,3549  ;-6,92313e+01
1595;905,883  ;-13,3779  ;-6,70982  ;-6,92315e+01
11332;905,883  ;-16,6889  ;-3,54344  ;-6,92320e+01
419;905,882  ;-0,377068  ;-20;-6,92290e+01
1058;905,882  ;0,377068  ;20;-6,92290e+01
8657;905,882  ;9,81147  ;20;-6,92294e+01
8808;905,882  ;-9,81147  ;-20;-6,92294e+01
13436;905,882  ;9,81147  ;-20;-6,92294e+01
14728;905,882  ;-9,81147  ;20;-6,92294e+01
18;905,882  ;20;-20;-6,92308e+01
104;905,882  ;-20;-20;-6,92308e+01
444;905,882  ;20;20;-6,92308e+01
786;905,882  ;-20;20;-6,92308e+01
7348;905,882  ;20;9,81147  ;-6,92321e+01
13077;905,882  ;-20;-9,81147  ;-6,92321e+01
13084;905,882  ;-20;9,81147  ;-6,92321e+01
13765;905,882  ;20;-9,81147  ;-6,92321e+01
766;905,882  ;20;0,377068  ;-6,92326e+01
1367;905,882  ;-20;-0,377068  ;-6,92326e+01
2827;905,88  ;-10,104  ;-10,0671  ;-6,92305e+01
8810;905,879  ;-3,60356  ;-16,7122  ;-6,92292e+01
13702;905,879  ;-13,415  ;-16,7122  ;-6,92300e+01
1596;905,876  ;-6,83005  ;-13,4244  ;-6,92294e+01
11316;905,205  ;2,62847  ;-16,6037  ;-6,91483e+01
11631;905,205  ;12,817  ;-16,6037  ;-6,91490e+01
6578;905,202  ;-0,598019  ;-13,3159  ;-6,91483e+01
13562;905,144  ;1,36084  ;10,0341  ;-6,91418e+01
2830;905,143  ;-7,14056  ;-4,93432  ;-6,91422e+01
2831;905,139  ;-3,86664  ;-8,29163  ;-6,91414e+01
3439;904,542  ;-5,03482  ;4,39016  ;-6,90700e+01
1601;904,527  ;5,63401  ;-13,2073  ;-6,90675e+01
2838;904,465  ;2,3654  ;-8,18306  ;-6,90604e+01
1597;904,403  ;-0,903221  ;-3,15882  ;-6,90532e+01
13086;903,88  ;-15,5801  ;6,0009  ;-6,89915e+01
7991;903,751  ;10,1025  ;6,68726  ;-6,89754e+01
7352;903,751  ;15,7316  ;0,203447  ;-6,89762e+01
3465;903,279  ;-7,91829  ;16,6018  ;-6,89175e+01
7461;903,279  ;-13,0126  ;11,5075  ;-6,89187e+01
3464;903,278  ;-2,54474  ;13,2883  ;-6,89176e+01
7994;903,277  ;-11,5079  ;2,13774  ;-6,89188e+01
6589;903,073  ;8,5486  ;-6,58874  ;-6,88939e+01
2846;903,011  ;5,27998  ;-1,5645  ;-6,88865e+01
13080;902,942  ;-16,6889  ;-8,26064  ;-6,88790e+01
8656;902,941  ;5,09427  ;20;-6,88762e+01
11328;902,941  ;4,7172  ;-20;-6,88762e+01
13041;902,941  ;-4,7172  ;20;-6,88762e+01
8807;902,941  ;-5,09427  ;-20;-6,88763e+01
8658;902,941  ;9,27666  ;16,6723  ;-6,88771e+01
11309;902,941  ;14,9057  ;20;-6,88771e+01
14727;902,941  ;-14,9057  ;20;-6,88771e+01
10509;902,941  ;-14,9057  ;-20;-6,88772e+01
11630;902,941  ;14,9057  ;-20;-6,88772e+01
11230;902,941  ;14,3709  ;11,5781  ;-6,88783e+01
10512;902,941  ;-20;-14,9057  ;-6,88788e+01
11629;902,941  ;20;-14,9057  ;-6,88788e+01
14201;902,941  ;20;14,9057  ;-6,88788e+01
14446;902,941  ;-20;14,9057  ;-6,88788e+01
6923;902,941  ;-20;-5,09427  ;-6,88797e+01
7349;902,941  ;20;5,09427  ;-6,88797e+01
13083;902,941  ;-20;4,7172  ;-6,88797e+01
14148;902,941  ;20;-4,7172  ;-6,88797e+01
10518;902,94  ;0,656353  ;16,6866  ;-6,88765e+01
7993;902,94  ;4,83875  ;13,3589  ;-6,88771e+01
3440;902,94  ;0,890579  ;3,54069  ;-6,88778e+01
8811;902,938  ;-8,32076  ;-16,7122  ;-6,88766e+01
13437;902,938  ;-13,415  ;-11,618  ;-6,88778e+01
3438;902,676  ;-8,9404  ;7,64436  ;-6,88462e+01
11334;902,338  ;-12,6168  ;-2,31233  ;-6,88064e+01
11333;902,338  ;-15,9278  ;0,854044  ;-6,88068e+01
11329;902,264  ;7,72274  ;-16,6037  ;-6,87957e+01
11632;902,264  ;12,817  ;-11,5094  ;-6,87969e+01
1603;901,62  ;11,4632  ;0,0298268  ;-6,87201e+01
2835;901,598  ;-6,37945  ;-0,536831  ;-6,87171e+01
3437;901,074  ;-3,015  ;6,7949  ;-6,86538e+01
7351;900,81  ;15,7316  ;4,92065  ;-6,86235e+01
14149;900,81  ;15,7316  ;-4,89082  ;-6,86235e+01
3433;900,808  ;6,19941  ;6,70147  ;-6,86222e+01
2826;900,712  ;-13,3073  ;-7,63161  ;-6,86113e+01
6926;900,712  ;-16,6184  ;-4,46523  ;-6,86119e+01
2828;900,709  ;-10,0334  ;-10,9889  ;-6,86102e+01
3468;900,338  ;-6,22021  ;13,2062  ;-6,85652e+01
10515;900;0,377068  ;20;-6,85234e+01
11327;900;-0,377068  ;-20;-6,85235e+01
189;900;-9,81147  ;-20;-6,85239e+01
273;900;9,81147  ;-20;-6,85239e+01
875;900;9,81147  ;20;-6,85239e+01
956;900;-9,81147  ;20;-6,85239e+01
7992;900;8,71745  ;13,3399  ;-6,85248e+01
11239;900;14,9057  ;14,9057  ;-6,85253e+01
14566;900;-14,9057  ;14,9057  ;-6,85253e+01
14801;900;-20;20;-6,85253e+01
14824;900;20;20;-6,85253e+01
10511;900;-20;-20;-6,85254e+01
10513;900;-14,9057  ;-14,9057  ;-6,85254e+01
11306;900;14,9057  ;-14,9057  ;-6,85254e+01
13706;900;20;-20;-6,85254e+01
614;900;20;9,81147  ;-6,85268e+01
615;900;20;-9,81147  ;-6,85268e+01
1214;900;-20;-9,81147  ;-6,85268e+01
1215;900;-20;9,81147  ;-6,85268e+01
6922;900;-20;0;-6,85272e+01
7411;900;20;0,377068  ;-6,85272e+01
3463;899,999  ;-4,43791  ;16,6866  ;-6,85239e+01
10517;899,999  ;5,37355  ;16,6866  ;-6,85240e+01
11833;899,997  ;-3,60356  ;-16,7122  ;-6,85237e+01
1746;899,997  ;0,935639  ;13,3731  ;-6,85242e+01
2844;899,996  ;-0,454052  ;-1,3863  ;-6,85248e+01
2829;899,972  ;-7,07  ;-5,85611  ;-6,85221e+01
2853;899,927  ;7,96099  ;-12,5222  ;-6,85161e+01
2847;899,864  ;4,69237  ;-7,49797  ;-6,85089e+01
7462;899,397  ;-15,9278  ;5,94831  ;-6,84540e+01
6504;899,322  ;2,62847  ;-16,6037  ;-6,84429e+01
1599;898,793  ;-11,8557  ;2,08516  ;-6,83813e+01
2845;898,604  ;5,72915  ;0,208026  ;-6,83582e+01
2849;898,473  ;10,8756  ;-5,90364  ;-6,83427e+01
2837;897,997  ;-4,10957  ;-12,3172  ;-6,82847e+01
7412;897,869  ;15,7316  ;0,203447  ;-6,82711e+01
3431;897,868  ;10,0781  ;6,68248  ;-6,82702e+01
3435;897,793  ;0,465377  ;6,87967  ;-6,82606e+01
12673;897,771  ;-11,5241  ;-14,2767  ;-6,82579e+01
6924;897,771  ;-16,6184  ;-9,18243  ;-6,82591e+01
6502;897,663  ;10,0497  ;-15,9186  ;-6,82446e+01
11308;897,663  ;15,144  ;-10,8243  ;-6,82459e+01
2852;897,323  ;2,12246  ;-12,2086  ;-6,82039e+01
2832;897,261  ;-1,14615  ;-7,18434  ;-6,81969e+01
3436;897,191  ;-5,93028  ;1,23569  ;-6,81889e+01
2834;897,167  ;-12,5462  ;-3,23412  ;-6,81866e+01
7298;897,059  ;-4,7172  ;20;-6,81711e+01
7936;897,059  ;-5,09427  ;-20;-6,81711e+01
10516;897,059  ;5,09427  ;20;-6,81711e+01
11326;897,059  ;4,7172  ;-20;-6,81711e+01
3466;897,059  ;-8,11339  ;16,6044  ;-6,81719e+01
11240;897,059  ;14,9057  ;20;-6,81720e+01
11241;897,059  ;9,25225  ;16,6676  ;-6,81720e+01
6500;897,059  ;14,9057  ;-20;-6,81721e+01
10510;897,059  ;-14,9057  ;-20;-6,81721e+01
14443;897,059  ;-14,9057  ;20;-6,81721e+01
7463;897,059  ;-13,2077  ;11,5101  ;-6,81731e+01
11226;897,059  ;14,3465  ;11,5733  ;-6,81732e+01
10514;897,059  ;-20;-14,9057  ;-6,81738e+01
11224;897,059  ;20;14,9057  ;-6,81738e+01
11307;897,059  ;20;-14,9057  ;-6,81738e+01
14802;897,059  ;-20;14,9057  ;-6,81738e+01
6921;897,059  ;-20;-4,7172  ;-6,81748e+01
7410;897,059  ;20;5,09427  ;-6,81748e+01
13671;897,059  ;20;-4,7172  ;-6,81748e+01
14800;897,059  ;-20;5,09427  ;-6,81748e+01
7990;897,057  ;0,656353  ;16,6866  ;-6,81714e+01
3467;897,057  ;-2,73983  ;13,291  ;-6,81719e+01
3434;897,057  ;4,81434  ;13,3541  ;-6,81720e+01
7464;896,455  ;-9,1355  ;7,64697  ;-6,81008e+01
13073;896,455  ;-15,9278  ;1,23111  ;-6,81019e+01
11608;895,697  ;11,9602  ;0,881626  ;-6,80106e+01
1604;895,589  ;-0,00488388  ;0,386225  ;-6,79968e+01
1594;895,541  ;-13,2368  ;-8,5534  ;-6,79917e+01
2848;895,457  ;5,14154  ;-5,72544  ;-6,79811e+01
1605;895,326  ;10,288  ;-11,8371  ;-6,79653e+01
7939;895,059  ;-5,60028  ;-15,6049  ;-6,79325e+01
13905;894,887  ;16,2287  ;5,77245  ;-6,79140e+01
3432;894,853  ;4,34408  ;6,86068  ;-6,79086e+01
3460;894,853  ;-3,2101  ;6,79751  ;-6,79086e+01
12672;894,83  ;-16,6184  ;-14,2767  ;-6,79063e+01
6925;894,83  ;-16,6184  ;-4,08816  ;-6,79073e+01
6505;894,722  ;4,95545  ;-15,9186  ;-6,78920e+01
6501;894,722  ;15,144  ;-15,9186  ;-6,78930e+01
13151;894,722  ;15,144  ;-5,73002  ;-6,78941e+01
2836;894,456  ;-6,62238  ;-4,56235  ;-6,78614e+01
1057;894,118  ;0,377068  ;20;-6,78187e+01
418;894,118  ;-0,377068  ;-20;-6,78188e+01
6499;894,118  ;9,81147  ;-20;-6,78192e+01
7296;894,118  ;-9,81147  ;20;-6,78192e+01
7938;894,118  ;-9,81147  ;-20;-6,78192e+01
13438;894,118  ;9,81147  ;20;-6,78192e+01
7300;894,118  ;-3,01912  ;16,6044  ;-6,78194e+01
1751;894,118  ;-6,41531  ;13,2088  ;-6,78201e+01
14444;894,118  ;-13,2077  ;16,6044  ;-6,78202e+01
445;894,118  ;20;20;-6,78207e+01
787;894,118  ;-20;20;-6,78207e+01
19;894,118  ;20;-20;-6,78208e+01
105;894,118  ;-20;-20;-6,78208e+01
11223;894,118  ;20;9,81147  ;-6,78223e+01
13335;894,118  ;-20;-9,81147  ;-6,78223e+01
13670;894,118  ;20;-9,81147  ;-6,78223e+01
14844;894,118  ;-20;9,81147  ;-6,78223e+01
765;894,118  ;20;0,377068  ;-6,78227e+01
1305;894,118  ;-20;0,377068  ;-6,78228e+01
11236;894,117  ;4,53505  ;16,6676  ;-6,78194e+01
3461;894,117  ;1,13887  ;13,272  ;-6,78198e+01
1745;894,117  ;8,69304  ;13,3351  ;-6,78202e+01
11225;894,117  ;14,3465  ;16,6676  ;-6,78203e+01
9977;893,514  ;-12,6046  ;2,3756  ;-6,77493e+01
9974;893,514  ;-15,9278  ;5,94831  ;-6,77496e+01
6497;892,854  ;-0,696985  ;-5,41182  ;-6,76693e+01
2833;892,83  ;-7,31293  ;-9,88163  ;-6,76664e+01
2854;892,722  ;4,44944  ;-11,5235  ;-6,76532e+01
6498;892,682  ;6,22622  ;1,05983  ;-6,76491e+01
6490;892,55  ;11,3726  ;-5,05184  ;-6,76337e+01
6503;892,118  ;-0,883077  ;-15,6049  ;-6,75802e+01
7995;891,946  ;10,5752  ;7,53428  ;-6,75611e+01
11836;891,946  ;16,2287  ;1,05525  ;-6,75622e+01
5021;891,912  ;-6,67919  ;1,52613  ;-6,75570e+01
11146;891,888  ;-11,5241  ;-14,2767  ;-6,75536e+01
3535;891,888  ;-13,2951  ;-2,94368  ;-6,75548e+01
3531;891,888  ;-16,6184  ;-9,18243  ;-6,75549e+01
6495;891,781  ;10,0497  ;-15,9186  ;-6,75403e+01
6489;891,781  ;15,144  ;-10,8243  ;-6,75416e+01
7297;891,176  ;-4,7172  ;20;-6,74668e+01
11648;891,176  ;5,09427  ;20;-6,74668e+01
6506;891,176  ;4,7172  ;-20;-6,74669e+01
7937;891,176  ;-5,09427  ;-20;-6,74669e+01
7299;891,176  ;-8,11339  ;16,6044  ;-6,74677e+01
11215;891,176  ;9,25225  ;16,6676  ;-6,74677e+01
12676;891,176  ;14,9057  ;20;-6,74678e+01
14442;891,176  ;-14,9057  ;20;-6,74678e+01
6397;891,176  ;14,9057  ;-20;-6,74679e+01
12671;891,176  ;-14,9057  ;-20;-6,74679e+01
9976;891,176  ;-9,8844  ;7,93742  ;-6,74689e+01
9973;891,176  ;-13,2077  ;11,5101  ;-6,74690e+01
11214;891,176  ;14,3465  ;11,5733  ;-6,74691e+01
6398;891,176  ;20;-14,9057  ;-6,74697e+01
11222;891,176  ;20;14,9057  ;-6,74697e+01
13334;891,176  ;-20;-14,9057  ;-6,74697e+01
14778;891,176  ;-20;14,9057  ;-6,74697e+01
13074;891,176  ;-16,6767  ;1,52156  ;-6,74702e+01
11834;891,176  ;20;-4,7172  ;-6,74707e+01
13435;891,176  ;-20;-4,7172  ;-6,74707e+01
13808;891,176  ;-20;5,09427  ;-6,74707e+01
14540;891,176  ;20;5,09427  ;-6,74707e+01
3459;891,14  ;-0,671828  ;5,95498  ;-6,74642e+01
11237;890,404  ;-0,480853  ;15,7619  ;-6,73751e+01
3458;890,404  ;3,67713  ;12,4294  ;-6,73756e+01
3462;890,404  ;-3,87704  ;12,3663  ;-6,73757e+01
1598;890,119  ;-1,38909  ;-11,2099  ;-6,73416e+01
5007;889,947  ;5,53412  ;-4,73822  ;-6,73217e+01
2032;889,775  ;12,4573  ;1,73343  ;-6,73019e+01
6494;889,177  ;4,21119  ;-15,6049  ;-6,72285e+01
7940;889,177  ;-5,60028  ;-15,6049  ;-6,72285e+01
3530;889,177  ;-7,37129  ;-4,27191  ;-6,72298e+01
11686;889,005  ;16,2287  ;5,77245  ;-6,72103e+01
6491;889,005  ;16,2287  ;-4,03902  ;-6,72104e+01
5020;888,967  ;-0,0525014  ;0,192718  ;-6,72045e+01
3532;888,947  ;-13,2654  ;-8,73804  ;-6,72026e+01
6493;888,841  ;11,7475  ;-9,51863  ;-6,71897e+01
11238;888,236  ;3,6242  ;16,7205  ;-6,71156e+01
11645;888,235  ;0,377068  ;20;-6,71149e+01
12946;888,235  ;-0,377068  ;-20;-6,71149e+01
190;888,235  ;-9,81147  ;-20;-6,71154e+01
274;888,235  ;9,81147  ;-20;-6,71154e+01
876;888,235  ;9,81147  ;20;-6,71154e+01
957;888,235  ;-9,81147  ;20;-6,71154e+01
11211;888,235  ;7,78219  ;13,3881  ;-6,71164e+01
10261;888,235  ;14,9057  ;14,9057  ;-6,71170e+01
14329;888,235  ;-14,9057  ;14,9057  ;-6,71170e+01
14334;888,235  ;20;20;-6,71170e+01
14777;888,235  ;-20;20;-6,71170e+01
6395;888,235  ;20;-20;-6,71171e+01
6400;888,235  ;14,9057  ;-14,9057  ;-6,71171e+01
11145;888,235  ;-14,9057  ;-14,9057  ;-6,71171e+01
13910;888,235  ;-20;-20;-6,71171e+01
1768;888,235  ;-13,3535  ;2,66604  ;-6,71179e+01
9975;888,235  ;-16,6767  ;6,23875  ;-6,71183e+01
3534;888,235  ;-16,6767  ;-3,57271  ;-6,71184e+01
533;888,235  ;20;9,81147  ;-6,71186e+01
1132;888,235  ;-20;9,81147  ;-6,71186e+01
534;888,235  ;20;-9,81147  ;-6,71187e+01
1216;888,235  ;-20;-9,81147  ;-6,71187e+01
11835;888,235  ;20;0,377068  ;-6,71192e+01
14445;888,235  ;-20;0,377068  ;-6,71192e+01
13807;888,234  ;-9,82507  ;11,5351  ;-6,71166e+01
11210;888,234  ;11,0462  ;10,0523  ;-6,71170e+01
