Node  ;X (mm)  ;Y (mm)  ;Z (mm)  ;UY (mm)
5012;888,233  ;5,55927  ;6,62858  ;-6,71167e+01
13908;887,463  ;-5,57512  ;15,7619  ;-6,70236e+01
5022;887,463  ;-7,34613  ;7,09489  ;-6,70247e+01
1750;886,691  ;-1,33877  ;11,5237  ;-6,69317e+01
5010;886,237  ;5,909  ;-9,205  ;-6,68779e+01
12947;886,236  ;-0,883077  ;-15,6049  ;-6,68768e+01
3526;886,235  ;-7,34158  ;-10,0663  ;-6,68778e+01
3527;886,232  ;-0,744602  ;-5,60532  ;-6,68775e+01
5009;886,065  ;12,8322  ;-2,73336  ;-6,68585e+01
11330;886,064  ;16,2287  ;1,05525  ;-6,68589e+01
5015;886,063  ;12,9284  ;4,25146  ;-6,68582e+01
5006;886,06  ;6,1786  ;0,866318  ;-6,68573e+01
6496;885,295  ;11,5093  ;-13,6001  ;-6,67654e+01
6492;885,295  ;16,6035  ;-8,50581  ;-6,67668e+01
12415;885,294  ;-5,09427  ;-20;-6,67635e+01
12729;885,294  ;5,09427  ;20;-6,67635e+01
12945;885,294  ;4,7172  ;-20;-6,67635e+01
13907;885,294  ;-4,7172  ;20;-6,67635e+01
11649;885,294  ;8,3414  ;16,7205  ;-6,67644e+01
10262;885,294  ;14,9057  ;20;-6,67645e+01
13178;885,294  ;-14,9057  ;20;-6,67645e+01
6396;885,294  ;14,9057  ;-20;-6,67646e+01
10503;885,294  ;-14,9057  ;-20;-6,67646e+01
10507;885,294  ;-11,5528  ;-14,4613  ;-6,67651e+01
3529;885,294  ;-13,3238  ;-3,12832  ;-6,67664e+01
3533;885,294  ;-16,647  ;-9,36707  ;-6,67665e+01
6399;885,294  ;20;-14,9057  ;-6,67665e+01
10260;885,294  ;20;14,9057  ;-6,67665e+01
13133;885,294  ;-20;-14,9057  ;-6,67665e+01
14779;885,294  ;-20;14,9057  ;-6,67665e+01
3539;885,294  ;-16,6767  ;1,52156  ;-6,67670e+01
11685;885,294  ;20;5,09427  ;-6,67675e+01
11331;885,294  ;20;-4,7172  ;-6,67676e+01
13627;885,294  ;-20;-4,7172  ;-6,67676e+01
13809;885,294  ;-20;5,09427  ;-6,67676e+01
13181;885,293  ;-11,5231  ;14,9307  ;-6,67649e+01
10265;885,293  ;11,6054  ;13,3848  ;-6,67652e+01
9140;885,293  ;-13,2942  ;6,26375  ;-6,67661e+01
13810;885,293  ;-16,6174  ;9,83646  ;-6,67663e+01
10264;885,293  ;16,6997  ;8,29048  ;-6,67666e+01
3528;885,29  ;-6,7268  ;1,33263  ;-6,67653e+01
11646;884,522  ;-0,480853  ;15,7619  ;-6,66719e+01
11213;884,522  ;2,76628  ;12,4824  ;-6,66725e+01
5014;884,521  ;6,03032  ;9,14662  ;-6,66729e+01
9141;884,52  ;-7,2868  ;10,6926  ;-6,66728e+01
5011;884,518  ;-0,719446  ;5,76147  ;-6,66727e+01
13638;884,041  ;-0,642387  ;-11,6611  ;-6,66151e+01
12417;883,099  ;-4,85358  ;-16,0562  ;-6,65021e+01
13743;883,099  ;4,95789  ;-16,0562  ;-6,65021e+01
2033;882,355  ;13,2071  ;-7,20015  ;-6,64152e+01
13848;882,354  ;16,6035  ;-13,6001  ;-6,64149e+01
9053;882,354  ;16,6035  ;-3,41154  ;-6,64159e+01
1056;882,353  ;0,377068  ;20;-6,64120e+01
417;882,353  ;-0,377068  ;-20;-6,64121e+01
10504;882,353  ;-9,81147  ;-20;-6,64126e+01
11667;882,353  ;9,81147  ;20;-6,64126e+01
13177;882,353  ;-9,81147  ;20;-6,64126e+01
13742;882,353  ;9,81147  ;-20;-6,64126e+01
11647;882,353  ;3,6242  ;16,7205  ;-6,64128e+01
2266;882,353  ;6,87134  ;13,441  ;-6,64136e+01
11655;882,353  ;13,4357  ;16,7205  ;-6,64137e+01
20;882,353  ;20;-20;-6,64143e+01
106;882,353  ;-20;-20;-6,64143e+01
446;882,353  ;20;20;-6,64143e+01
788;882,353  ;-20;20;-6,64143e+01
10506;882,353  ;-16,647  ;-14,4613  ;-6,64146e+01
3540;882,353  ;-13,274  ;-0,0278823  ;-6,64152e+01
11678;882,353  ;13,3033  ;-0,215322  ;-6,64153e+01
3536;882,353  ;-16,647  ;-4,27281  ;-6,64157e+01
10338;882,353  ;20;9,81147  ;-6,64159e+01
14860;882,353  ;-20;9,81147  ;-6,64159e+01
13634;882,353  ;-20;-9,81147  ;-6,64160e+01
13847;882,353  ;20;-9,81147  ;-6,64160e+01
764;882,353  ;20;0,377068  ;-6,64165e+01
1366;882,353  ;-20;0,377068  ;-6,64165e+01
11212;882,352  ;10,1354  ;10,1053  ;-6,64142e+01
13179;882,352  ;-16,6174  ;14,9307  ;-6,64144e+01
1767;882,352  ;-13,2941  ;-8,92268  ;-6,64147e+01
10263;882,352  ;16,6997  ;13,3848  ;-6,64147e+01
13806;882,352  ;-16,6174  ;5,11926  ;-6,64155e+01
11687;882,352  ;16,6997  ;3,57328  ;-6,64156e+01
2034;882,351  ;13,3994  ;6,7695  ;-6,64148e+01
5008;882,35  ;6,55349  ;-3,60047  ;-6,64141e+01
2035;882,35  ;-13,2348  ;9,86146  ;-6,64143e+01
3525;882,349  ;-6,69709  ;-4,46174  ;-6,64139e+01
5018;882,348  ;-6,66747  ;4,93033  ;-6,64138e+01
5013;882,348  ;6,64965  ;3,38436  ;-6,64139e+01
1525;882,346  ;-0,100119  ;-0,000789525  ;-6,64134e+01
14061;881,581  ;-5,57512  ;15,7619  ;-6,63208e+01
14060;880,916  ;-1,67536  ;10,1103  ;-6,62421e+01
9951;880,159  ;6,6557  ;-9,65623  ;-6,61522e+01
12418;880,158  ;-0,136378  ;-16,0562  ;-6,61509e+01
12180;880,158  ;-6,59488  ;-10,5175  ;-6,61519e+01
9950;880,155  ;0,00209657  ;-6,05656  ;-6,61517e+01
9056;879,575  ;12,9947  ;-2,5172  ;-6,60837e+01
9057;879,574  ;16,3912  ;1,27141  ;-6,60841e+01
9066;879,573  ;13,0909  ;4,46763  ;-6,60834e+01
9949;879,571  ;6,3411  ;1,08248  ;-6,60824e+01
10069;879,413  ;11,5093  ;-13,6001  ;-6,60631e+01
9052;879,413  ;16,6035  ;-8,50581  ;-6,60646e+01
12416;879,412  ;-5,09427  ;-20;-6,60611e+01
12804;879,412  ;5,09427  ;20;-6,60611e+01
14331;879,412  ;-4,7172  ;20;-6,60611e+01
14542;879,412  ;4,7172  ;-20;-6,60611e+01
11669;879,412  ;8,3414  ;16,7205  ;-6,60621e+01
6032;879,412  ;14,9057  ;-20;-6,60622e+01
10505;879,412  ;-14,9057  ;-20;-6,60622e+01
11668;879,412  ;14,9057  ;20;-6,60622e+01
13127;879,412  ;-14,9057  ;20;-6,60622e+01
11657;879,412  ;13,4357  ;11,6262  ;-6,60635e+01
6033;879,412  ;20;-14,9057  ;-6,60643e+01
10337;879,412  ;20;14,9057  ;-6,60643e+01
13128;879,412  ;-20;14,9057  ;-6,60643e+01
13633;879,412  ;-20;-14,9057  ;-6,60643e+01
8086;879,412  ;-20;-4,7172  ;-6,60654e+01
9054;879,412  ;20;-4,7172  ;-6,60654e+01
14248;879,412  ;20;5,09427  ;-6,60654e+01
14472;879,412  ;-20;5,09427  ;-6,60654e+01
10508;879,411  ;-11,5528  ;-14,4613  ;-6,60628e+01
3537;879,411  ;-13,2442  ;-5,82225  ;-6,60640e+01
8080;879,411  ;-16,647  ;-9,36707  ;-6,60643e+01
9067;879,411  ;16,6997  ;8,29048  ;-6,60643e+01
3538;879,411  ;-16,5972  ;-1,17237  ;-6,60648e+01
13180;879,41  ;-11,5231  ;14,9307  ;-6,60625e+01
5017;879,41  ;-13,2146  ;3,56982  ;-6,60640e+01
8084;879,41  ;-16,6174  ;9,83646  ;-6,60641e+01
2629;879,408  ;-6,64727  ;-1,3613  ;-6,60630e+01
11665;878,747  ;-0,81744  ;14,3484  ;-6,59827e+01
11658;878,747  ;2,42969  ;11,0689  ;-6,59832e+01
10939;878,746  ;5,69373  ;7,73317  ;-6,59836e+01
5019;878,745  ;-7,62339  ;9,27914  ;-6,59836e+01
2643;878,743  ;-1,05603  ;4,34802  ;-6,59833e+01
2258;877,964  ;0,104312  ;-12,1123  ;-6,58897e+01
9063;877,38  ;6,44332  ;-4,97328  ;-6,58210e+01
12178;877,217  ;-4,85358  ;-16,0562  ;-6,58001e+01
13744;877,217  ;4,95789  ;-16,0562  ;-6,58002e+01
13626;877,217  ;-6,54505  ;-7,41706  ;-6,58014e+01
2198;876,795  ;12,7823  ;2,16575  ;-6,57521e+01
9065;876,633  ;16,3912  ;5,98861  ;-6,57332e+01
9055;876,633  ;16,3912  ;-3,82286  ;-6,57333e+01
11659;876,57  ;9,87315  ;10,8068  ;-6,57242e+01
9069;876,569  ;13,1372  ;7,471  ;-6,57249e+01
9080;876,491  ;13,1019  ;-8,89702  ;-6,57155e+01
12806;876,471  ;0;20;-6,57101e+01
14541;876,471  ;-0,377068  ;-20;-6,57102e+01
191;876,471  ;-9,81147  ;-20;-6,57107e+01
275;876,471  ;9,81147  ;-20;-6,57107e+01
958;876,471  ;-9,81147  ;20;-6,57107e+01
959;876,471  ;9,81147  ;20;-6,57107e+01
6030;876,471  ;20;-20;-6,57125e+01
6035;876,471  ;14,9057  ;-14,9057  ;-6,57125e+01
11695;876,471  ;14,9057  ;14,9057  ;-6,57125e+01
12852;876,471  ;-14,9057  ;-14,9057  ;-6,57125e+01
13125;876,471  ;-20;20;-6,57125e+01
13129;876,471  ;-14,9057  ;14,9057  ;-6,57125e+01
13951;876,471  ;-20;-20;-6,57125e+01
14544;876,471  ;20;20;-6,57125e+01
616;876,471  ;20;9,81147  ;-6,57143e+01
617;876,471  ;20;-9,81147  ;-6,57143e+01
1133;876,471  ;-20;-9,81147  ;-6,57143e+01
1134;876,471  ;-20;9,81147  ;-6,57143e+01
13668;876,471  ;-20;0;-6,57148e+01
13904;876,471  ;20;0,377068  ;-6,57148e+01
8081;876,47  ;-13,2904  ;-9,58202  ;-6,57129e+01
1523;876,47  ;-13,1944  ;-2,72181  ;-6,57134e+01
8079;876,47  ;-16,5972  ;-6,26664  ;-6,57138e+01
8082;876,47  ;-16,5972  ;3,54483  ;-6,57140e+01
8085;876,468  ;-13,2543  ;8,63965  ;-6,57128e+01
11666;876,075  ;3,44342  ;16,8309  ;-6,56637e+01
11660;876,075  ;6,69055  ;13,5514  ;-6,56645e+01
10933;875,968  ;5,38519  ;5,43129  ;-6,56525e+01
10282;875,805  ;-5,91171  ;14,3484  ;-6,56322e+01
5016;875,805  ;-7,60318  ;2,98751  ;-6,56334e+01
1531;875,14  ;-2,01195  ;8,69683  ;-6,55535e+01
2627;874,996  ;-0,237114  ;-5,0022  ;-6,55366e+01
9062;874,295  ;6,5505  ;-11,3531  ;-6,54527e+01
14543;874,276  ;-0,136378  ;-16,0562  ;-6,54494e+01
12179;874,276  ;-6,59124  ;-11,1768  ;-6,54504e+01
2641;874,155  ;3,74522  ;1,40403  ;-6,54365e+01
2628;873,904  ;-2,71348  ;0,807792  ;-6,54067e+01
6819;873,791  ;12,8286  ;5,16912  ;-6,53940e+01
9059;873,711  ;12,8895  ;-4,21407  ;-6,53845e+01
6816;873,692  ;16,3912  ;1,27141  ;-6,53829e+01
12807;873,629  ;11,3432  ;14,0862  ;-6,53734e+01
9068;873,629  ;16,4375  ;8,99198  ;-6,53749e+01
10070;873,549  ;11,4041  ;-15,2969  ;-6,53637e+01
8788;873,549  ;16,4983  ;-10,2027  ;-6,53653e+01
10278;873,529  ;-5,09427  ;20;-6,53597e+01
11822;873,529  ;4,7172  ;-20;-6,53597e+01
14249;873,529  ;4,7172  ;20;-6,53597e+01
12306;873,529  ;-5,09427  ;-20;-6,53598e+01
6031;873,529  ;14,9057  ;-20;-6,53609e+01
8795;873,529  ;-14,9057  ;-20;-6,53609e+01
12825;873,529  ;14,9057  ;20;-6,53609e+01
13126;873,529  ;-14,9057  ;20;-6,53609e+01
8799;873,529  ;-11,5491  ;-15,1207  ;-6,53614e+01
13805;873,529  ;-11,5426  ;13,7089  ;-6,53615e+01
2622;873,529  ;-13,2406  ;-6,48158  ;-6,53627e+01
8078;873,529  ;-16,6434  ;-10,0264  ;-6,53630e+01
9663;873,529  ;20;14,9057  ;-6,53630e+01
11829;873,529  ;-20;14,9057  ;-6,53630e+01
6034;873,529  ;20;-14,9057  ;-6,53631e+01
8083;873,529  ;-16,6369  ;8,61465  ;-6,53631e+01
12186;873,529  ;-20;-14,9057  ;-6,53631e+01
6828;873,529  ;-16,5972  ;-1,54944  ;-6,53636e+01
10520;873,529  ;-20;-5,09427  ;-6,53642e+01
11677;873,529  ;20;5,09427  ;-6,53642e+01
8087;873,529  ;-20;4,7172  ;-6,53643e+01
8785;873,529  ;20;-4,7172  ;-6,53643e+01
2636;873,528  ;-13,2341  ;2,34802  ;-6,53629e+01
12805;873,133  ;8,16062  ;16,8309  ;-6,53135e+01
6820;872,963  ;5,4315  ;8,43466  ;-6,52943e+01
10281;872,864  ;-1,19451  ;14,3484  ;-6,52815e+01
6824;872,863  ;-7,64284  ;8,05734  ;-6,52826e+01
9061;872,805  ;-0,134899  ;-11,058  ;-6,52750e+01
6822;872,468  ;2,24891  ;11,1793  ;-6,52348e+01
9060;872,221  ;6,20411  ;-3,91893  ;-6,52063e+01
11823;872,059  ;4,71868  ;-15,0018  ;-6,51856e+01
12308;872,059  ;-5,09279  ;-15,0018  ;-6,51856e+01
2623;872,058  ;-6,78426  ;-6,36271  ;-6,51868e+01
6815;871,38  ;10,1864  ;2,4873  ;-6,51066e+01
2626;870,966  ;-9,26063  ;-0,552717  ;-6,50573e+01
2199;870,787  ;12,875  ;8,17249  ;-6,50360e+01
9664;870,687  ;16,4375  ;14,0862  ;-6,50240e+01
6817;870,687  ;16,4375  ;4,27478  ;-6,50251e+01
2254;870,627  ;12,9967  ;-10,5939  ;-6,50167e+01
13761;870,607  ;16,4983  ;-15,2969  ;-6,50143e+01
8789;870,607  ;16,4983  ;-5,10841  ;-6,50155e+01
416;870,588  ;-0,377068  ;-20;-6,50093e+01
1109;870,588  ;-0,377068  ;20;-6,50093e+01
8796;870,588  ;-9,81147  ;-20;-6,50099e+01
10279;870,588  ;-9,81147  ;20;-6,50099e+01
11820;870,588  ;9,81147  ;-20;-6,50099e+01
12811;870,588  ;9,81147  ;20;-6,50099e+01
447;870,588  ;20;20;-6,50117e+01
789;870,588  ;-20;20;-6,50117e+01
21;870,588  ;20;-20;-6,50118e+01
107;870,588  ;-20;-20;-6,50118e+01
8798;870,588  ;-16,6434  ;-15,1207  ;-6,50120e+01
1522;870,588  ;-13,2868  ;-10,2414  ;-6,50121e+01
2638;870,588  ;-13,2352  ;-0,395675  ;-6,50128e+01
5939;870,588  ;-16,6434  ;-5,30921  ;-6,50132e+01
8784;870,588  ;20;-9,81147  ;-6,50136e+01
9662;870,588  ;20;9,81147  ;-6,50136e+01
10519;870,588  ;-20;-9,81147  ;-6,50136e+01
11830;870,588  ;-20;9,81147  ;-6,50136e+01
763;870,588  ;20;0,377068  ;-6,50142e+01
1365;870,588  ;-20;-0,377068  ;-6,50142e+01
11832;870,587  ;-16,6369  ;13,7089  ;-6,50122e+01
1529;870,587  ;-13,2737  ;7,41784  ;-6,50123e+01
5950;870,587  ;-16,6369  ;3,52039  ;-6,50133e+01
2644;870,552  ;2,78931  ;5,75284  ;-6,50073e+01
2642;870,302  ;-3,66939  ;5,1566  ;-6,49775e+01
6823;870,291  ;9,69236  ;10,9171  ;-6,49762e+01
12263;870,192  ;3,06635  ;16,8309  ;-6,49629e+01
10280;869,923  ;-5,91171  ;14,3484  ;-6,49315e+01
2200;869,796  ;6,50977  ;13,6618  ;-6,49166e+01
6827;869,573  ;-2,11549  ;10,2402  ;-6,48902e+01
9058;869,137  ;6,31129  ;-10,2988  ;-6,48386e+01
11825;869,118  ;-0,375589  ;-15,0018  ;-6,48353e+01
2621;869,117  ;-6,83045  ;-10,1225  ;-6,48363e+01
6818;868,375  ;10,2328  ;5,49067  ;-6,47489e+01
9064;868,295  ;10,2936  ;-3,89252  ;-6,47394e+01
6814;868,276  ;13,7953  ;1,59296  ;-6,47378e+01
2637;868,025  ;-9,30028  ;4,51711  ;-6,47071e+01
2625;868,025  ;-9,30682  ;-4,31249  ;-6,47072e+01
6821;867,88  ;7,05017  ;8,23532  ;-6,46894e+01
12796;867,746  ;11,3432  ;14,0862  ;-6,46731e+01
9665;867,746  ;16,4375  ;8,99198  ;-6,46748e+01
13754;867,666  ;11,4041  ;-15,2969  ;-6,46634e+01
8787;867,666  ;16,4983  ;-10,2027  ;-6,46651e+01
10277;867,647  ;-5,09427  ;20;-6,46594e+01
11821;867,647  ;4,7172  ;-20;-6,46594e+01
12794;867,647  ;4,7172  ;20;-6,46594e+01
12307;867,647  ;-5,09427  ;-20;-6,46595e+01
12826;867,647  ;14,9057  ;20;-6,46606e+01
14225;867,647  ;-14,9057  ;20;-6,46606e+01
6606;867,647  ;14,9057  ;-20;-6,46607e+01
8797;867,647  ;-14,9057  ;-20;-6,46607e+01
1521;867,647  ;-0,37411  ;-10,0036  ;-6,46611e+01
8800;867,647  ;-11,5491  ;-15,1207  ;-6,46612e+01
5943;867,647  ;-13,2814  ;-4,15545  ;-6,46627e+01
5940;867,647  ;-16,6434  ;-10,0264  ;-6,46628e+01
6607;867,647  ;20;-14,9057  ;-6,46629e+01
9661;867,647  ;20;14,9057  ;-6,46629e+01
11831;867,647  ;-20;14,9057  ;-6,46629e+01
12174;867,647  ;-20;-14,9057  ;-6,46629e+01
5942;867,647  ;-16,638  ;0,776695  ;-6,46635e+01
5938;867,647  ;-20;-5,09427  ;-6,46641e+01
5951;867,647  ;-20;4,7172  ;-6,46641e+01
13376;867,647  ;20;5,09427  ;-6,46641e+01
8786;867,647  ;20;-4,7172  ;-6,46642e+01
12422;867,646  ;-11,5426  ;13,7089  ;-6,46613e+01
2639;867,646  ;-13,2749  ;4,67415  ;-6,46626e+01
5949;867,646  ;-16,6369  ;8,61465  ;-6,46629e+01
12264;867,297  ;-1,29805  ;15,8918  ;-6,46185e+01
6826;867,296  ;-7,74638  ;9,60074  ;-6,46198e+01
12270;867,251  ;8,16062  ;16,8309  ;-6,46133e+01
12265;866,901  ;2,14537  ;12,7227  ;-6,45720e+01
6813;866,805  ;3,60823  ;-3,59738  ;-6,45617e+01
2624;866,555  ;-2,85048  ;-4,19362  ;-6,45318e+01
8487;866,176  ;-5,09279  ;-15,0018  ;-6,44856e+01
11824;866,176  ;4,71868  ;-15,0018  ;-6,44856e+01
1527;865,964  ;7,59057  ;2,80885  ;-6,44619e+01
2630;865,713  ;1,13186  ;2,21261  ;-6,44318e+01
1524;865,463  ;-5,32684  ;1,61637  ;-6,44022e+01
2640;865,084  ;-9,30143  ;1,77342  ;-6,43576e+01
13378;864,984  ;2,68577  ;7,29624  ;-6,43449e+01
13318;864,889  ;12,7717  ;-8,84241  ;-6,43344e+01
10525;864,87  ;16,2733  ;-3,35693  ;-6,43332e+01
12421;864,865  ;-12,3102  ;8,82331  ;-6,43314e+01
13377;864,805  ;16,4375  ;4,27478  ;-6,43255e+01
12262;864,737  ;2,96287  ;16,4989  ;-6,43140e+01
6825;864,734  ;-3,77294  ;6,7  ;-6,43152e+01
12678;864,706  ;-0,377068  ;20;-6,43095e+01
14812;864,706  ;-0,377068  ;-20;-6,43096e+01
877;864,706  ;-9,81147  ;20;-6,43101e+01
878;864,706  ;9,81147  ;20;-6,43101e+01
192;864,706  ;-9,81147  ;-20;-6,43102e+01
276;864,706  ;9,81147  ;-20;-6,43102e+01
2788;864,706  ;14,9057  ;14,9057  ;-6,43121e+01
6604;864,706  ;20;-20;-6,43121e+01
6609;864,706  ;14,9057  ;-14,9057  ;-6,43121e+01
11304;864,706  ;-14,9057  ;-14,9057  ;-6,43121e+01
12419;864,706  ;-14,9057  ;14,9057  ;-6,43121e+01
13909;864,706  ;-20;-20;-6,43121e+01
14224;864,706  ;-20;20;-6,43121e+01
14546;864,706  ;20;20;-6,43121e+01
1530;864,706  ;-13,276  ;1,93046  ;-6,43131e+01
5952;864,706  ;-16,638  ;5,87096  ;-6,43136e+01
5941;864,706  ;-16,638  ;-3,9405  ;-6,43137e+01
535;864,706  ;20;9,81147  ;-6,43140e+01
536;864,706  ;20;-9,81147  ;-6,43140e+01
1135;864,706  ;-20;9,81147  ;-6,43140e+01
1217;864,706  ;-20;-9,81147  ;-6,43140e+01
10523;864,706  ;20;0,377068  ;-6,43147e+01
14330;864,706  ;-20;0;-6,43147e+01
11305;864,543  ;-12,9675  ;-9,03779  ;-6,42933e+01
12795;864,391  ;12,468  ;8,34901  ;-6,42753e+01
12423;864,355  ;-6,01525  ;15,8918  ;-6,42690e+01
10938;864,341  ;6,40629  ;13,3298  ;-6,42678e+01
2201;864,005  ;-2,21903  ;11,7836  ;-6,42279e+01
10937;863,896  ;9,2854  ;11,0937  ;-6,42156e+01
13317;863,399  ;6,08629  ;-8,54727  ;-6,41566e+01
14813;863,235  ;-0,375589  ;-15,0018  ;-6,41359e+01
8488;863,073  ;-6,51117  ;-8,91893  ;-6,41178e+01
5629;862,558  ;10,0686  ;-2,14104  ;-6,40575e+01
10936;862,424  ;6,94669  ;7,9033  ;-6,40409e+01
13542;862,394  ;13,7953  ;1,59296  ;-6,40386e+01
5944;862,303  ;-8,33672  ;5,92258  ;-6,40268e+01
12187;861,981  ;-8,98754  ;-3,10893  ;-6,39888e+01
5628;861,98  ;9,8258  ;5,66719  ;-6,39887e+01
13762;861,929  ;11,1791  ;-13,5455  ;-6,39818e+01
10052;861,929  ;16,2733  ;-8,4512  ;-6,39834e+01
12405;861,924  ;-10,579  ;15,1144  ;-6,39809e+01
5963;861,924  ;-12,3113  ;6,07962  ;-6,39824e+01
5962;861,924  ;-15,6733  ;10,0201  ;-6,39826e+01
8654;861,796  ;8,05714  ;16,4989  ;-6,39650e+01
8651;861,765  ;4,7172  ;20;-6,39602e+01
14809;861,765  ;-5,09427  ;20;-6,39602e+01
14811;861,765  ;4,7172  ;-20;-6,39602e+01
5138;861,765  ;-5,09427  ;-20;-6,39603e+01
2789;861,765  ;14,9057  ;20;-6,39615e+01
5439;861,765  ;-14,9057  ;-20;-6,39615e+01
6605;861,765  ;14,9057  ;-20;-6,39615e+01
12404;861,765  ;-14,9057  ;20;-6,39615e+01
2787;861,765  ;20;14,9057  ;-6,39638e+01
12420;861,765  ;-20;14,9057  ;-6,39638e+01
6608;861,765  ;20;-14,9057  ;-6,39639e+01
8905;861,765  ;-20;-14,9057  ;-6,39639e+01
5954;861,765  ;-16,638  ;1,15376  ;-6,39645e+01
5961;861,765  ;-20;5,09427  ;-6,39651e+01
12414;861,765  ;20;5,09427  ;-6,39651e+01
5953;861,765  ;-20;-4,7172  ;-6,39652e+01
10524;861,765  ;20;-4,7172  ;-6,39652e+01
5442;861,602  ;-11,2299  ;-13,9171  ;-6,39430e+01
5957;861,602  ;-12,9621  ;-2,95189  ;-6,39444e+01
5955;861,602  ;-16,3241  ;-8,82285  ;-6,39446e+01
8781;861,574  ;-6,78281  ;11,0062  ;-6,39395e+01
10072;861,445  ;2,04189  ;12,3907  ;-6,39237e+01
12679;861,414  ;-1,29805  ;15,8918  ;-6,39194e+01
2792;861,351  ;10,9362  ;14,2628  ;-6,39130e+01
2791;861,351  ;16,0305  ;9,16849  ;-6,39147e+01
6812;861,215  ;-0,666565  ;-10,9998  ;-6,38967e+01
2631;860,374  ;3,31577  ;-4,59357  ;-6,37975e+01
2632;860,123  ;-3,14293  ;-5,18981  ;-6,37677e+01
5141;859,745  ;-5,38524  ;-15,998  ;-6,37214e+01
14526;859,745  ;4,42622  ;-15,998  ;-6,37214e+01
2634;859,216  ;4,2933  ;2,05169  ;-6,36602e+01
2102;859,152  ;12,5467  ;-7,09093  ;-6,36532e+01
2131;859,143  ;-11,3466  ;10,2288  ;-6,36516e+01
5946;859,083  ;-9,08834  ;1,69871  ;-6,36449e+01
10051;858,988  ;16,2733  ;-13,5455  ;-6,36336e+01
5651;858,988  ;16,2733  ;-3,35693  ;-6,36347e+01
9944;858,983  ;-15,6733  ;15,1144  ;-6,36326e+01
5964;858,983  ;-15,6733  ;5,30292  ;-6,36340e+01
2633;858,966  ;-2,1654  ;1,45546  ;-6,36305e+01
1578;858,885  ;6,30282  ;12,9978  ;-6,36200e+01
2781;858,854  ;2,96287  ;16,4989  ;-6,36155e+01
415;858,824  ;-0,377068  ;-20;-6,36109e+01
1108;858,824  ;-0,377068  ;20;-6,36109e+01
8653;858,824  ;9,81147  ;20;-6,36115e+01
12403;858,824  ;-9,81147  ;20;-6,36115e+01
5140;858,824  ;-9,81147  ;-20;-6,36116e+01
14525;858,824  ;9,81147  ;-20;-6,36116e+01
22;858,824  ;20;-20;-6,36136e+01
108;858,824  ;-20;-20;-6,36136e+01
448;858,824  ;20;20;-6,36136e+01
790;858,824  ;-20;20;-6,36136e+01
8904;858,824  ;-20;-9,81147  ;-6,36156e+01
10049;858,824  ;20;-9,81147  ;-6,36156e+01
12413;858,824  ;20;9,81147  ;-6,36156e+01
12944;858,824  ;-20;9,81147  ;-6,36156e+01
762;858,824  ;20;0,377068  ;-6,36163e+01
1304;858,824  ;-20;0,377068  ;-6,36163e+01
5959;858,704  ;-13,0629  ;1,85575  ;-6,36005e+01
5441;858,661  ;-16,3241  ;-13,9171  ;-6,35948e+01
5956;858,661  ;-16,3241  ;-3,72858  ;-6,35960e+01
5631;858,574  ;12,3039  ;0,717299  ;-6,35850e+01
2078;858,498  ;-12,6482  ;-7,83423  ;-6,35757e+01
10926;858,473  ;-6,01525  ;15,8918  ;-6,35705e+01
6476;858,441  ;9,18192  ;10,7616  ;-6,35679e+01
2790;858,41  ;16,0305  ;14,2628  ;-6,35648e+01
11716;858,41  ;16,0305  ;4,4513  ;-6,35661e+01
8780;858,237  ;-0,611495  ;6,53908  ;-6,35437e+01
1580;857,996  ;12,061  ;8,52552  ;-6,35159e+01
6811;856,968  ;5,79383  ;-9,54346  ;-6,33931e+01
5142;856,804  ;-0,668044  ;-15,998  ;-6,33723e+01
8489;856,641  ;-6,80363  ;-9,91512  ;-6,33544e+01
10073;856,37  ;-0,938536  ;10,897  ;-6,33217e+01
14039;856,046  ;11,1791  ;-13,5455  ;-6,32838e+01
5650;856,046  ;16,2733  ;-8,4512  ;-6,32855e+01
8611;856,042  ;-10,579  ;15,1144  ;-6,32829e+01
6726;856,042  ;-15,6733  ;10,0201  ;-6,32847e+01
5652;855,977  ;12,6514  ;-4,33453  ;-6,32769e+01
5947;855,923  ;-12,0982  ;6,00491  ;-6,32703e+01
6477;855,913  ;8,05714  ;16,4989  ;-6,32670e+01
5139;855,882  ;-5,09427  ;-20;-6,32622e+01
8652;855,882  ;4,7172  ;20;-6,32622e+01
8706;855,882  ;-5,09427  ;20;-6,32622e+01
8722;855,882  ;4,7172  ;-20;-6,32622e+01
8299;855,882  ;-14,9057  ;20;-6,32635e+01
13658;855,882  ;14,9057  ;20;-6,32635e+01
5440;855,882  ;-14,9057  ;-20;-6,32636e+01
12663;855,882  ;14,9057  ;-20;-6,32636e+01
8300;855,882  ;-20;14,9057  ;-6,32660e+01
8903;855,882  ;-20;-14,9057  ;-6,32660e+01
10050;855,882  ;20;-14,9057  ;-6,32660e+01
13659;855,882  ;20;14,9057  ;-6,32660e+01
5648;855,882  ;20;-4,7172  ;-6,32673e+01
6714;855,882  ;-20;-4,7172  ;-6,32673e+01
10930;855,882  ;20;5,09427  ;-6,32673e+01
12943;855,882  ;-20;5,09427  ;-6,32673e+01
5649;855,813  ;16,3781  ;-0,600529  ;-6,32583e+01
5630;855,81  ;6,77136  ;-2,8982  ;-6,32565e+01
