ODB Name,Step,Frame,Part Instance Name,    Node Label,X,Y,Z,Section Name,Material Name,Section Point,   U-Magnitude,          U-U1,          U-U2,          U-U3,  UR-Magnitude,        UR-UR1,        UR-UR2,        UR-UR3
"C:/temp/ModalAnalysis.odb,Modal,Mode         3: Value =  2.40821E+06 Freq =   246.98     (cycles/time),""LINK-1"",             9,          160.,            0.,            0.,NA,NA,"""",       29.4574,   139.157E-15,       23.8123,      -17.3411,   166.061E-03,   2.51038E-15,   97.7575E-03,   134.238E-03"
"C:/temp/ModalAnalysis.odb,Modal,Mode         3: Value =  2.40821E+06 Freq =   246.98     (cycles/time),""LINK-1"",            10,          180.,            0.,            0.,NA,NA,"""",       32.7367,   158.516E-15,       26.4631,      -19.2715,   128.805E-03,  -6.91102E-15,   75.8252E-03,   104.121E-03"
"C:/temp/ModalAnalysis.odb,Modal,Mode         3: Value =  2.40821E+06 Freq =   246.98     (cycles/time),""LINK-1"",            11,          200.,            0.,            0.,NA,NA,"""",       35.1216,   184.140E-15,       28.3911,      -20.6755,   83.1190E-03,   955.153E-18,   48.9307E-03,   67.1904E-03"
"C:/temp/ModalAnalysis.odb,Modal,Mode         3: Value =  2.40821E+06 Freq =   246.98     (cycles/time),""LINK-1"",            12,          220.,            0.,            0.,NA,NA,"""",       36.4582,   178.038E-15,       29.4715,      -21.4623,   30.9128E-03,   6.11640E-15,   18.1978E-03,   24.9888E-03"
"C:/temp/ModalAnalysis.odb,Modal,Mode         3: Value =  2.40821E+06 Freq =   246.98     (cycles/time),""LINK-1"",            13,          240.,            0.,            0.,NA,NA,"""",       36.6333,   181.763E-15,       29.6131,      -21.5654,   25.7977E-03,   2.18082E-15,  -15.1867E-03,  -20.8540E-03"
"C:/temp/ModalAnalysis.odb,Modal,Mode         3: Value =  2.40821E+06 Freq =   246.98     (cycles/time),""LINK-1"",            14,          260.,            0.,            0.,NA,NA,"""",       35.5773,   191.734E-15,       28.7594,      -20.9438,   84.9521E-03,  -6.68269E-15,  -50.0099E-03,  -68.6722E-03"
"C:/temp/ModalAnalysis.odb,Modal,Mode         3: Value =  2.40821E+06 Freq =   246.98     (cycles/time),""LINK-1"",            15,          280.,            0.,            0.,NA,NA,"""",       33.2637,   194.882E-15,       26.8892,      -19.5818,   144.513E-03,  -1.44446E-15,  -85.0722E-03,  -116.819E-03"
"C:/temp/ModalAnalysis.odb,Modal,Mode         3: Value =  2.40821E+06 Freq =   246.98     (cycles/time),""LINK-1"",            16,          300.,            0.,            0.,NA,NA,"""",       29.7084,   191.383E-15,       24.0152,      -17.4888,   202.536E-03,   4.78400E-15,  -119.229E-03,  -163.722E-03"
"C:/temp/ModalAnalysis.odb,Modal,Mode         3: Value =  2.40821E+06 Freq =   246.98     (cycles/time),""LINK-1"",            17,          320.,            0.,            0.,NA,NA,"""",       24.9669,   195.568E-15,       20.1824,      -14.6976,   257.240E-03,   2.93737E-15,  -151.433E-03,  -207.943E-03"
"C:/temp/ModalAnalysis.odb,Modal,Mode         3: Value =  2.40821E+06 Freq =   246.98     (cycles/time),""LINK-1"",            18,          340.,            0.,            0.,NA,NA,"""",       19.1307,   211.284E-15,       15.4646,      -11.2619,   307.077E-03,  -3.16722E-15,  -180.771E-03,  -248.230E-03"
"C:/temp/ModalAnalysis.odb,Modal,Mode         3: Value =  2.40821E+06 Freq =   246.98     (cycles/time),""LINK-1"",            19,          360.,            0.,            0.,NA,NA,"""",       12.3210,   234.069E-15,       9.95984,      -7.25315,   350.795E-03,   3.34838E-15,  -206.507E-03,  -283.570E-03"
"C:/temp/ModalAnalysis.odb,Modal,Mode         3: Value =  2.40821E+06 Freq =   246.98     (cycles/time),""LINK-1"",            20,          380.,            0.,            0.,NA,NA,"""",       4.68269,   263.963E-15,       3.78531,      -2.75662,   387.497E-03,  -3.83352E-15,  -228.113E-03,  -313.238E-03"
